5.70716	5.64173	5.54245	5.45641	5.45258	5.47376	5.41975	5.28935	5.14512	5.04705	4.99670	4.95468	4.90106	4.84490	4.78703	4.71022	4.60297	4.46570	4.31089	4.15875	4.01183	3.85726	3.68055	3.47459	3.24404	3.01458	2.82058	2.68826	2.63568	2.65978	2.73841	2.84830	2.96998	3.08461	3.17871	3.24848	3.30180	3.35053	3.40096	3.45101	3.49576	3.53164	3.55580	3.56732	3.56807	3.56303	3.56088	3.57103	3.60062	3.65305	3.72448	3.80153	3.85958	3.86132	3.77279	3.58391	3.31794	3.03051	2.78143	2.60690	2.51121	2.47428	2.47115	2.47425	2.46657	2.44936	2.42427	2.38716	2.33286	2.25898	2.17012	2.07385	1.97464	1.87076	1.74904	1.59215	1.39377	1.16174	0.91020	0.64854	0.38157	0.10193	-0.20503	-0.55432	-0.95813	-1.41611	-1.93048	-2.50794	-3.13567	-3.77692	-4.39335	-4.96986	-5.52155	-6.05053	-6.52776	-6.91456	-7.17076	-7.25958	-7.17545	-6.96339	-6.70608
5.69564	5.20049	4.76329	4.47386	4.42652	4.55932	4.68805	4.71037	4.64067	4.56303	4.55457	4.61832	4.69954	4.74841	4.75723	4.73572	4.68543	4.60644	4.50793	4.40578	4.31449	4.24178	4.18096	4.11587	4.03516	3.93676	3.82543	3.70907	3.59748	3.50033	3.42427	3.37283	3.34709	3.34381	3.35748	3.38301	3.41310	3.43818	3.45194	3.45264	3.44096	3.41839	3.38907	3.36006	3.33832	3.32910	3.33684	3.36810	3.43164	3.52880	3.63794	3.71761	3.73254	3.66854	3.53285	3.35363	3.16827	3.00470	2.87729	2.79064	2.73812	2.70678	2.68601	2.66734	2.64405	2.61618	2.58740	2.55278	2.49915	2.41713	2.30745	2.18110	2.05333	1.93590	1.82791	1.71326	1.56916	1.38102	1.14676	0.87000	0.55443	0.20175	-0.18974	-0.62218	-1.09678	-1.61243	-2.16916	-2.76469	-3.39019	-4.03964	-4.70345	-5.36930	-6.01390	-6.59982	-7.08821	-7.45250	-7.65430	-7.65974	-7.50164	-7.28318	-7.08709
5.93084	5.61086	5.27552	4.96385	4.74341	4.64102	4.63135	4.69770	4.82606	4.98539	5.14232	5.26289	5.31369	5.27806	5.16354	4.99918	4.82514	4.67173	4.54743	4.44584	4.35869	4.28285	4.21889	4.16708	4.12580	4.09363	4.07214	4.06444	4.06865	4.07843	4.08968	4.10242	4.11816	4.13537	4.14814	4.15025	4.13919	4.11655	4.08684	4.05666	4.03291	4.02029	4.02054	4.03456	4.06398	4.11114	4.18018	4.27465	4.39403	4.53214	4.66975	4.77147	4.80066	4.73822	4.59137	4.39036	4.17569	3.98504	3.84263	3.75457	3.71268	3.69826	3.68682	3.65925	3.61152	3.55013	3.48144	3.40625	3.31913	3.21484	3.09577	2.96961	2.84024	2.70244	2.54685	2.36601	2.15562	1.91971	1.66898	1.40649	1.12188	0.79985	0.43347	0.02926	-0.40067	-0.84546	-1.30055	-1.77007	-2.26069	-2.77706	-3.32281	-3.90796	-4.53981	-5.19118	-5.80297	-6.31037	-6.67420	-6.89446	-7.00708	-7.07257	-7.14045
5.86189	5.51827	5.24124	5.09685	5.11386	5.24597	5.37620	5.42924	5.42145	5.39889	5.39861	5.43326	5.48207	5.50518	5.48066	5.40836	5.29066	5.13467	4.96003	4.78703	4.62640	4.48056	4.34983	4.23978	4.15472	4.09277	4.05069	4.02620	4.01458	4.00848	4.00407	4.00302	4.00562	4.00915	4.01304	4.02070	4.03472	4.05243	4.06764	4.07475	4.07086	4.05746	4.04153	4.03428	4.04727	4.08823	4.15880	4.25400	4.36406	4.48161	4.60370	4.71773	4.79456	4.80799	4.75534	4.65746	4.54273	4.43435	4.34905	4.29338	4.26247	4.24774	4.24519	4.25458	4.27122	4.28383	4.28292	4.26699	4.24124	4.21373	4.19020	4.16917	4.14493	4.11040	4.05871	3.98624	3.89108	3.76812	3.60915	3.40718	3.15926	2.86589	2.52777	2.14428	1.71453	1.23674	0.71459	0.15880	-0.43646	-1.10512	-1.87349	-2.72968	-3.61919	-4.45316	-5.13444	-5.58306	-5.76299	-5.70609	-5.48792	-5.18166	-4.86156
6.03817	5.98673	5.94314	5.92244	5.91198	5.87273	5.80791	5.74940	5.71165	5.70465	5.74761	5.83131	5.90918	5.93138	5.86341	5.70128	5.47192	5.22380	4.99523	4.79764	4.62787	4.47416	4.32848	4.19297	4.07188	3.97316	3.90802	3.88414	3.90089	3.94819	4.00969	4.06960	4.11695	4.14453	4.15053	4.13779	4.11304	4.08322	4.05304	4.02614	4.00516	3.99106	3.98416	3.98708	4.00564	4.04585	4.11059	4.19866	4.30667	4.43222	4.57755	4.74368	4.91040	5.02773	5.04802	4.96717	4.82505	4.67355	4.54746	4.45770	4.39938	4.36184	4.33460	4.31050	4.28877	4.27525	4.27417	4.27929	4.27531	4.24682	4.18669	4.09869	3.99207	3.87638	3.75770	3.63381	3.49702	3.33875	3.14993	2.92581	2.66650	2.36703	2.01637	1.60792	1.15596	0.70537	0.30794	-0.00513	-0.24732	-0.50177	-0.87609	-1.43234	-2.16732	-3.01560	-3.87994	-4.66189	-5.28624	-5.70368	-5.88960	-5.87512	-5.74734
5.90257	5.33133	4.86228	4.57919	4.58096	4.81527	5.06006	5.15611	5.10910	5.02658	5.01266	5.06858	5.11369	5.09156	5.00752	4.88483	4.73625	4.56901	4.39854	4.24744	4.13057	4.04652	3.98081	3.91781	3.85242	3.79141	3.74358	3.70972	3.68366	3.65720	3.62477	3.58609	3.54537	3.50711	3.47376	3.44429	3.41438	3.38109	3.34544	3.31102	3.28450	3.27556	3.29554	3.35666	3.46718	3.62526	3.82074	4.04047	4.26604	4.46665	4.60411	4.64979	4.59870	4.47798	4.33949	4.22954	4.16515	4.13845	4.13237	4.13065	4.12200	4.10223	4.07599	4.05462	4.04954	4.06419	4.09103	4.11566	4.12495	4.11343	4.08189	4.02952	3.95121	3.84338	3.70964	3.55947	3.40093	3.23552	3.05984	2.86764	2.65009	2.39727	2.09768	1.74124	1.32330	0.84205	0.29466	-0.32471	-1.01942	-1.78219	-2.59559	-3.43742	-4.27701	-5.08034	-5.80780	-6.41056	-6.83502	-7.03185	-6.99771	-6.79814	-6.53510
6.00113	5.70708	5.49019	5.41672	5.50826	5.66740	5.75558	5.73299	5.66347	5.62893	5.65868	5.70507	5.69330	5.59739	5.44094	5.26305	5.09384	4.94893	4.83890	4.76723	4.72609	4.70133	4.67207	4.61934	4.53839	4.43853	4.33411	4.23563	4.14685	4.06887	4.00362	3.95348	3.91938	3.89862	3.88460	3.87012	3.85187	3.83216	3.81715	3.81331	3.82436	3.84988	3.88697	3.93241	3.98294	4.03726	4.10021	4.18176	4.29164	4.43139	4.58265	4.70588	4.75784	4.71579	4.59523	4.44064	4.29465	4.17887	4.09622	4.04370	4.01982	4.02319	4.05129	4.09956	4.15609	4.20364	4.22820	4.22270	4.18618	4.12164	4.03492	3.93427	3.82668	3.71132	3.58142	3.43293	3.26279	3.06597	2.83834	2.57462	2.26750	1.90795	1.49125	1.02193	0.50719	-0.04749	-0.63729	-1.25368	-1.88816	-2.53819	-3.20721	-3.90066	-4.61834	-5.33722	-6.00113	-6.52799	-6.84203	-6.90289	-6.73034	-6.41739	-6.07646
5.64746	5.56988	5.50899	5.49497	5.56946	5.71675	5.85467	5.94250	5.99863	6.04374	6.08586	6.10935	6.09536	6.04149	5.95357	5.84006	5.70951	5.56519	5.41135	5.25634	5.10482	4.95611	4.80961	4.66745	4.53496	4.41635	4.31328	4.23010	4.17481	4.15333	4.16204	4.18792	4.21674	4.23712	4.24214	4.23129	4.21185	4.19529	4.18962	4.19559	4.20934	4.22534	4.23876	4.24912	4.26167	4.28362	4.31928	4.37114	4.44284	4.53559	4.64397	4.75466	4.84422	4.88325	4.85201	4.75502	4.62091	4.48470	4.37072	4.28940	4.23635	4.19588	4.15183	4.09612	4.02858	3.95160	3.86898	3.78761	3.71483	3.65294	3.59437	3.52122	3.41472	3.26574	3.07758	2.86135	2.62568	2.37187	2.09819	1.79818	1.46315	1.08832	0.66897	0.20252	-0.30947	-0.86142	-1.44185	-2.04454	-2.66926	-3.32136	-4.01846	-4.78067	-5.59882	-6.42724	-7.19461	-7.81722	-8.22038	-8.36259	-8.27483	-8.04858	-7.78517
4.84335	4.67309	4.52006	4.44347	4.52257	4.75249	4.99826	5.13764	5.16248	5.14037	5.13772	5.15675	5.13972	5.04640	4.89801	4.74399	4.61086	4.49209	4.37774	4.27527	4.19750	4.14726	4.11847	4.10277	4.09055	4.07033	4.03345	3.97874	3.91094	3.83700	3.76281	3.69046	3.61825	3.54343	3.46648	3.39115	3.32194	3.26383	3.22105	3.19575	3.18931	3.20313	3.23702	3.28833	3.35205	3.42238	3.49761	3.57832	3.66548	3.76113	3.85790	3.93358	3.96267	3.93053	3.84158	3.72013	3.60156	3.51607	3.47817	3.48753	3.53194	3.59106	3.64411	3.67967	3.69754	3.70119	3.69427	3.67868	3.65132	3.60626	3.54151	3.45929	3.35990	3.24264	3.10947	2.96247	2.80082	2.62357	2.42879	2.21058	1.96142	1.67211	1.33330	0.94179	0.50138	0.01545	-0.51599	-1.09199	-1.70811	-2.36263	-3.05719	-3.78912	-4.53950	-5.26701	-5.91781	-6.43176	-6.75274	-6.85765	-6.77627	-6.56258	-6.27607
5.26907	5.40238	5.51862	5.60613	5.64898	5.64689	5.60031	5.53428	5.48111	5.45456	5.46272	5.49775	5.52702	5.51728	5.45893	5.36523	5.25261	5.12879	4.99852	4.87025	4.75431	4.66109	4.59987	4.57427	4.57541	4.58431	4.58151	4.55665	4.51196	4.45719	4.40349	4.35726	4.31855	4.28463	4.25266	4.22080	4.18795	4.15364	4.11752	4.07845	4.03630	3.99442	3.95792	3.93335	3.93142	3.96666	4.05161	4.19114	4.38035	4.59549	4.78517	4.89036	4.88062	4.77069	4.60353	4.41989	4.25042	4.12000	4.04240	4.01786	4.03795	4.08714	4.13952	4.16593	4.15265	4.10552	4.03722	3.95401	3.85457	3.73973	3.61221	3.47257	3.32220	3.16069	2.98699	2.80028	2.59474	2.36442	2.10848	1.82216	1.49728	1.13181	0.72734	0.29017	-0.17357	-0.66616	-1.19782	-1.78111	-2.42377	-3.12654	-3.88588	-4.70457	-5.57370	-6.44015	-7.21633	-7.81384	-8.16492	-8.24790	-8.11812	-7.87621	-7.61579
